,Unnamed: 0,id,playerName,situation,teamId,playerId,x,y,min,period,isOwnGoal,isBlocked,isOnTarget,isSavedOffLine,isFromInsideBox,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,box,homeTeamId,awayTeamId,homeTeamName,awayTeamName,homeScore,awayScore,matchId,matchDate,teamColor,teamColorDark,onGoalShot.x,onGoalShot.y,onGoalShot.zoomRatio,minAdded,,min1,Unnamed: 2_level_0_Squad,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 2_Player,SCA 2_Event,onGoalShot.x.rescaled,onGoalShot.y.rescaled,goalxZone,goalyZone,goalZone_Left Bottom,goalZone_Left Top,goalZone_Middle Bottom,goalZone_Middle Top,goalZone_Right Bottom,goalZone_Right Top,predicted_xGOTzone,eventType_AttemptSaved,eventType_Goal,eventType_Miss,eventType_Post,shotType_Header,shotType_LeftFoot,shotType_OtherBodyParts,shotType_RightFoot,SCA 1_Event_Fouled,SCA 1_Event_Interception,SCA 1_Event_Pass (Dead),SCA 1_Event_Pass (Live),SCA 1_Event_Shot,SCA 1_Event_Tackle,SCA 1_Event_Take-On,jpsxg,jpsxg - psxg
3920,,2763410613,Antoine Semenyo,RegularPlay,8678,933576,100.9224137934,30.304,29,FirstHalf,False,False,True,False,True,102.2500000002,31.1025,34.22875,0.0834736838,0.18,0.34,InsideBox,8678,8668,AFC Bournemouth,Everton,1,0,4506503,2025-01-04T15:00:00Z,#D71921,#D71921,0.939484126984128,0.0220829851322751,1.0,,8,29,Bournemouth,Saved,5.0,Left Foot,,Justin Kluivert,,,0.939484126984128,0.0220829851322751,Middle,Bottom,0,0,1,0,0,0,0.26367761359899516,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.3455472464071675,0.005547246407167472
3921,,2763431425,Antoine Semenyo,RegularPlay,8678,933576,99.0175438595,31.1025,45,FirstHalf,False,False,True,False,True,103.9568965518,32.78,32.09375,1.4639999928,0.16,0.53,InsideBox,8678,8668,AFC Bournemouth,Everton,1,0,4506503,2025-01-04T15:00:00Z,#D71921,#D71921,1.50429894179894,0.387301585396825,1.0,1.0,14,45+1,Bournemouth,Saved,7.0,Head,,Milos Kerkez,Dean Huijsen,Pass (Live),1.50429894179894,0.387301585396825,Right,Top,0,0,0,0,0,1,0.13587721587706314,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.32023106815529273,-0.2097689318447073
3922,,2763444861,Antoine Semenyo,RegularPlay,8678,933576,86.5676470584,35.14375,47,SecondHalf,False,False,True,False,False,100.5431034486,34.68625,32.09375,0.160526315,0.14,0.28,OutsideBox,8678,8668,AFC Bournemouth,Everton,1,0,4506503,2025-01-04T15:00:00Z,#D71921,#D71921,1.50429894179894,0.0424672791005291,1.0,,18,47,Bournemouth,Saved,22.0,Left Foot,,Dango Ouattara,,,1.50429894179894,0.0424672791005291,Right,Bottom,0,0,0,0,1,0,0.15885246347390583,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.28175145544156177,0.0017514554415617445
3923,,2763486975,Antoine Semenyo,RegularPlay,8678,933576,84.286893204,47.854267513,80,SecondHalf,False,False,False,False,False,,,25.8228125,5.3059310432,0.01,0.0,OutsideBox,8678,8668,AFC Bournemouth,Everton,1,0,4506503,2025-01-04T15:00:00Z,#D71921,#D71921,2.0,0.648869925411396,0.462261627240417,,26,80,Bournemouth,Off Target,25.0,Right Foot,,Antoine Semenyo,Illia Zabarnyi,Pass (Live),4.326554232804236,1.4036854611640222,Right,Top,0,0,0,0,0,1,0.013135005776479108,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0007604323757069285,0.0007604323757069285
3924,,2765517383,Antoine Semenyo,RegularPlay,8678,933576,95.5438596479,46.8733757928,68,SecondHalf,False,False,True,False,True,,,35.60125,1.829999991,0.03,0.15,InsideBox,8455,8678,Chelsea,AFC Bournemouth,2,2,4506520,2025-01-14T19:30:00Z,#D71921,#D71921,0.576388888888889,0.484126981746032,1.0,,23,68,Bournemouth,Goal,14.0,Left Foot,,Ryan Christie,Tyler Adams,Pass (Live),0.576388888888889,0.484126981746032,Left,Top,0,1,0,0,0,0,0.1565707809421295,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.38248824808574344,0.23248824808574345
3925,,2766252955,Antoine Semenyo,RegularPlay,8678,933576,94.675438595,30.34,4,FirstHalf,False,False,False,False,True,,,33.31375,5.9142069072,0.1,0.0,InsideBox,10261,8678,Newcastle United,AFC Bournemouth,1,4,4506530,2025-01-18T12:30:00Z,#D71921,#D71921,1.0785839778781,0.677248677248677,0.432856009295758,,1,4,Bournemouth,Off Target,12.0,Right Foot,,Dango Ouattara,,,2.491784692172622,1.5646050019047617,Right,Top,0,0,0,0,0,1,0.09669979254175631,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.002837719341807757,0.002837719341807757
3930,,2768670933,Antoine Semenyo,RegularPlay,8678,933576,92.2,24.2794904507,26,FirstHalf,False,False,True,False,True,103.1982758622,32.475,36.5925,0.160526315,0.04,0.21,InsideBox,8678,10203,AFC Bournemouth,Nottingham Forest,5,0,4506603,2025-01-25T15:00:00Z,#D71921,#D71921,0.314153439153439,0.0424672791005291,1.0,,7,26,Bournemouth,Saved,16.0,Right Foot,,Ryan Christie,David Brooks,Pass (Live),0.314153439153439,0.0424672791005291,Left,Bottom,1,0,0,0,0,0,0.19865083591299865,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.3525479246620153,0.1425479246620153
3931,,2768753045,Antoine Semenyo,RegularPlay,8678,933576,94.0964912264,45.5421656011,57,SecondHalf,False,False,True,False,True,102.0603448278,37.27875,36.5925,0.609999997,0.1,0.41,InsideBox,8678,10203,AFC Bournemouth,Nottingham Forest,5,0,4506603,2025-01-25T15:00:00Z,#D71921,#D71921,0.314153439153439,0.161375660582011,1.0,,20,57,Bournemouth,Saved,15.0,Left Foot,,David Brooks,Justin Kluivert,Pass (Live),0.314153439153439,0.161375660582011,Left,Bottom,1,0,0,0,0,0,0.2267665450154624,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.42083913390664257,0.010839133906642595
3933,,2768814299,Antoine Semenyo,FastBreak,8678,933576,97.7631578942,47.5740127358,90,SecondHalf,False,False,True,False,True,,,30.72125,0.2054736832,0.05,0.75,InsideBox,8678,10203,AFC Bournemouth,Nottingham Forest,5,0,4506603,2025-01-25T15:00:00Z,#D71921,#D71921,1.86739417989418,0.0543581172486773,1.0,1.0,32,90+1,Bournemouth,Goal,13.0,Right Foot,,Marcus Tavernier,Ryan Christie,Pass (Live),1.86739417989418,0.0543581172486773,Right,Bottom,0,0,0,0,1,0,0.2653678132338031,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5498801816305048,-0.20011981836949522
3934,,2771098699,Antoine Semenyo,RegularPlay,8678,933576,90.1,42.8709375,1,FirstHalf,False,False,True,False,True,103.577586207,34.68625,36.21125,0.0834736838,0.03,0.17,InsideBox,8678,8650,AFC Bournemouth,Liverpool,0,2,4506613,2025-02-01T15:00:00Z,#D71921,#D71921,0.415013227513228,0.0220829851322751,1.0,,0,1,Bournemouth,Saved,18.0,Right Foot,,Antoine Semenyo,,,0.415013227513228,0.0220829851322751,Left,Bottom,1,0,0,0,0,0,0.18967201491510094,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.30954184200066615,0.13954184200066613
3936,,2771143799,Antoine Semenyo,RegularPlay,8678,933576,98.2456140347,46.3829299327,20,FirstHalf,False,False,False,False,True,,,37.72,2.0739999898,0.03,0.0,InsideBox,8678,8650,AFC Bournemouth,Liverpool,0,2,4506613,2025-02-01T15:00:00Z,#D71921,#D71921,0.0158730158730163,0.548677245978836,1.0,,7,20,Bournemouth,Woodwork,12.0,Left Foot,,Antoine Semenyo,Justin Kluivert,Pass (Live),0.0158730158730163,0.548677245978836,Left,Top,0,1,0,0,0,0,0.1804405293543619,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0036037001088544784,0.0036037001088544784
3937,,2771239161,Antoine Semenyo,SetPiece,8678,933576,98.4385964909,40.553571429,50,SecondHalf,False,False,True,False,True,101.1120689658,38.368333335,34.83875,0.160526315,0.52,0.4,InsideBox,8678,8650,AFC Bournemouth,Liverpool,0,2,4506613,2025-02-01T15:00:00Z,#D71921,#D71921,0.778108465608464,0.0424672791005291,1.0,,19,50,Bournemouth,Saved,8.0,Left Foot,,Ryan Christie,David Brooks,Pass (Live),0.778108465608464,0.0424672791005291,Middle,Bottom,0,0,1,0,0,0,0.2468852218311448,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.24203659572352068,-0.15796340427647934
3938,,2771306673,Antoine Semenyo,RegularPlay,8678,933576,98.0526315785,42.350625,82,SecondHalf,False,False,False,False,True,,,44.0007643265,0.802631575,0.03,0.0,InsideBox,8678,8650,AFC Bournemouth,Liverpool,0,2,4506613,2025-02-01T15:00:00Z,#D71921,#D71921,1.110223024625e-16,0.0802570232430324,0.377971110666388,,29,82,Bournemouth,Off Target,9.0,Head,,Dango Ouattara,Marcus Tavernier,Pass (Live),2.937322438922921e-16,0.2123363955026456,Left,Bottom,1,0,0,0,0,0,0.26041823170453837,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.003052507045191921,0.003052507045191921
3939,,2771308507,Antoine Semenyo,RegularPlay,8678,933576,83.8364077672,32.85625,83,SecondHalf,False,False,False,False,False,,,27.950714285,0.7127368386,0.06,0.0,OutsideBox,8678,8650,AFC Bournemouth,Liverpool,0,2,4506613,2025-02-01T15:00:00Z,#D71921,#D71921,2.0,0.117821652370077,0.624867162519204,,30,83,Bournemouth,Off Target,24.0,Right Foot,,Illia Zabarnyi,,,3.200680272486769,0.1885547192063497,Right,Bottom,0,0,0,0,1,0,0.13325883064476007,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0028846829870410842,0.0028846829870410842
3940,,2776518601,Antoine Semenyo,FastBreak,8678,933576,95.7368421041,35.60125,54,SecondHalf,False,False,True,False,True,101.681034483,34.68625,34.99125,1.6630526234,0.22,0.5,InsideBox,8466,8678,Southampton,AFC Bournemouth,1,3,4506630,2025-02-15T15:00:00Z,#D71921,#D71921,0.73776455026455,0.439961011481482,1.0,,13,54,Bournemouth,Saved,11.0,Right Foot,,Antoine Semenyo,Antoine Semenyo,Take-On,0.73776455026455,0.439961011481482,Middle,Top,0,0,0,1,0,0,0.15366839764017845,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.15824612062910262,-0.3417538793708974
3942,,2781029085,Antoine Semenyo,RegularPlay,8678,933576,96.2192982446,44.1408917151,34,FirstHalf,False,False,True,False,True,103.2931034484,37.2025,35.90625,0.3659999982,0.19,0.22,InsideBox,10204,8678,Brighton & Hove Albion,AFC Bournemouth,2,1,4506334,2025-02-25T19:30:00Z,#D71921,#D71921,0.495701058201058,0.0968253963492064,1.0,,10,34,Bournemouth,Saved,12.0,Left Foot,,Dango Ouattara,Justin Kluivert,Pass (Live),0.495701058201058,0.0968253963492064,Left,Bottom,1,0,0,0,0,0,0.2449872003399663,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.47322100621706914,0.2532210062170691
3943,,2781090149,Antoine Semenyo,SetPiece,8678,933576,86.352941176,37.696,83,SecondHalf,False,False,True,False,False,103.6724137932,34.53375,32.78,0.449473682,0.04,0.07,OutsideBox,10204,8678,Brighton & Hove Albion,AFC Bournemouth,2,1,4506334,2025-02-25T19:30:00Z,#D71921,#D71921,1.32275132275132,0.118908381481481,1.0,,27,83,Bournemouth,Saved,22.0,Right Foot,,Marcus Tavernier,Evanilson,Fouled,1.32275132275132,0.118908381481481,Right,Bottom,0,0,0,0,1,0,0.15827697348724803,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.21998555004067122,0.1499855500406712
3947,,2788617103,Antoine Semenyo,RegularPlay,8678,933576,87.1044117644,51.0071337565,45,FirstHalf,False,False,False,False,False,,,32.6275,4.8280000072,0.03,0.0,OutsideBox,8678,9937,AFC Bournemouth,Brentford,1,2,4506353,2025-03-15T17:30:00Z,#D71921,#D71921,1.19252771502436,0.677248677248677,0.530240264329385,1.0,11,45+1,Bournemouth,Off Target,19.0,Left Foot,,Marcus Tavernier,Dango Ouattara,Pass (Live),2.2490327409077375,1.2772486791534383,Right,Top,0,0,0,0,0,1,0.03995413043767454,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0010544284312608116,0.0010544284312608116
3948,,2788617103,Antoine Semenyo,RegularPlay,8678,933576,87.1044117644,51.0071337565,45,FirstHalf,False,False,False,False,False,,,32.6275,4.8280000072,0.03,0.0,OutsideBox,8678,9937,AFC Bournemouth,Brentford,1,2,4506353,2025-03-15T17:30:00Z,#D71921,#D71921,1.19252771502436,0.677248677248677,0.530240264329385,1.0,14,45+1,Bournemouth,Off Target,24.0,Right Foot,,Ryan Christie,Justin Kluivert,Pass (Live),2.2490327409077375,1.2772486791534383,Right,Top,0,0,0,0,0,1,0.03995413043767454,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0010544284312608116,0.0010544284312608116
3949,,2788627881,Antoine Semenyo,RegularPlay,8678,933576,97.4736842099,33.16125,47,SecondHalf,False,False,False,False,True,,,33.5425,2.554,0.3,0.0,InsideBox,8678,9937,AFC Bournemouth,Brentford,1,2,4506353,2025-03-15T17:30:00Z,#D71921,#D71921,1.12103174603175,0.675661375661376,1.0,,16,47,Bournemouth,Woodwork,9.0,Head,,Justin Kluivert,Tyler Adams,Pass (Live),1.12103174603175,0.675661375661376,Middle,Top,0,0,0,1,0,0,0.16789611517814654,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0006781635118708137,0.0006781635118708137
3950,,2788665401,Antoine Semenyo,RegularPlay,8678,933576,89.9,23.0183439533,90,SecondHalf,False,False,True,False,True,103.1982758622,32.475,30.7975,0.4879999976,0.03,0.45,InsideBox,8678,9937,AFC Bournemouth,Brentford,1,2,4506353,2025-03-15T17:30:00Z,#D71921,#D71921,1.84722222222222,0.129100528465608,1.0,1.0,26,90+1,Bournemouth,Saved,18.0,Left Foot,Deflected,Evanilson,James Hill,Pass (Live),1.84722222222222,0.129100528465608,Right,Bottom,0,0,0,0,1,0,0.18223630899636917,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3474876962036706,-0.10251230379632942
3953,,2795094509,Antoine Semenyo,RegularPlay,8678,933576,76.7412621376,30.256,32,FirstHalf,False,False,True,False,False,102.629310345,33.00875,34.4575,0.5714736814,0.03,0.01,OutsideBox,8678,9902,AFC Bournemouth,Ipswich Town,1,2,4506363,2025-04-02T18:45:00Z,#D71921,#D71921,0.878968253968253,0.151183513597884,1.0,,10,32,Bournemouth,Saved,32.0,Left Foot,,Ryan Christie,Lewis Cook,Pass (Live),0.878968253968253,0.151183513597884,Middle,Bottom,0,0,1,0,0,0,0.04770622699463871,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.03301534314733073,0.023015343147330725
3954,,2795132479,Antoine Semenyo,RegularPlay,8678,933576,77.0791262152,47.2236942643,78,SecondHalf,False,False,False,False,False,,,39.881190477,0.4430526294,0.01,0.0,OutsideBox,8678,9902,AFC Bournemouth,Ipswich Town,1,2,4506363,2025-04-02T18:45:00Z,#D71921,#D71921,1.110223024625e-16,0.075333834388238,0.642727015012135,,29,78,Bournemouth,Off Target,31.0,Right Foot,,,,,1.7273632486165817e-16,0.1172096903174603,Left,Bottom,1,0,0,0,0,0,0.07567962355196416,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0008790096689865205,0.0008790096689865205
3960,,2796246465,Antoine Semenyo,RegularPlay,8678,933576,98.0526315785,17.4132484093,38,FirstHalf,False,False,True,False,True,104.1465517242,31.56,32.3225,0.1219999994,0.02,0.05,InsideBox,8654,8678,West Ham United,AFC Bournemouth,2,2,4506382,2025-04-05T14:00:00Z,#D71921,#D71921,1.44378306878307,0.0322751321164021,1.0,,3,38,Bournemouth,Saved,16.0,Right Foot,,Adam Smith,Alex Scott,Pass (Live),1.44378306878307,0.0322751321164021,Right,Bottom,0,0,0,0,1,0,0.2520951450673572,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5366201903719031,0.4866201903719031
3962,,2796377697,Antoine Semenyo,FastBreak,8678,933576,87.8558823528,41.5990625,82,SecondHalf,False,False,True,False,False,98.9210526314,35.6775,34.1525,0.1219999994,0.08,0.12,OutsideBox,8654,8678,West Ham United,AFC Bournemouth,2,2,4506382,2025-04-05T14:00:00Z,#D71921,#D71921,0.959656084656084,0.0322751321164021,1.0,,15,82,Bournemouth,Saved,20.0,Left Foot,,Evanilson,David Brooks,Pass (Live),0.959656084656084,0.0322751321164021,Middle,Bottom,0,0,1,0,0,0,0.15292757272037283,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.09838514676974264,-0.021614853230257358
3963,,2796398275,Antoine Semenyo,RegularPlay,8678,933576,85.7088235288,21.547006373,90,SecondHalf,False,False,False,False,False,,,44.0007643265,3.1335172432,0.03,0.0,OutsideBox,8654,8678,West Ham United,AFC Bournemouth,2,2,4506382,2025-04-05T14:00:00Z,#D71921,#D71921,1.110223024625e-16,0.313327775847773,0.377971110666388,2.0,25,90+8,Bournemouth,Woodwork,18.0,Left Foot,Volley,,,,2.937322438922921e-16,0.8289728156613755,Left,Top,0,1,0,0,0,0,0.055424498893227564,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0014983504864224035,0.0014983504864224035
3964,,2796398275,Antoine Semenyo,RegularPlay,8678,933576,85.7088235288,21.547006373,90,SecondHalf,False,False,False,False,False,,,44.0007643265,3.1335172432,0.03,0.0,OutsideBox,8654,8678,West Ham United,AFC Bournemouth,2,2,4506382,2025-04-05T14:00:00Z,#D71921,#D71921,1.110223024625e-16,0.313327775847773,0.377971110666388,2.0,18,90+2,Bournemouth,Off Target,22.0,Left Foot,,David Brooks,Antoine Semenyo,Pass (Live),2.937322438922921e-16,0.8289728156613755,Left,Top,0,1,0,0,0,0,0.055424498893227564,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0009731434595628028,0.0009731434595628028
3966,,2801458849,Antoine Semenyo,FastBreak,8678,933576,90.9,26.4009375,1,FirstHalf,False,False,True,False,True,,,36.5925,0.3659999982,0.12,0.7,InsideBox,8678,9879,AFC Bournemouth,Fulham,1,0,4506383,2025-04-14T19:00:00Z,#D71921,#D71921,0.314153439153439,0.0968253963492064,1.0,,0,1,Bournemouth,Goal,16.0,Left Foot,,Antoine Semenyo,,,0.314153439153439,0.0968253963492064,Left,Bottom,1,0,0,0,0,0,0.18815678419524606,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.325417059160182,-0.37458294083981797
3968,,2709730277,Antoine Semenyo,RegularPlay,8678,933576,90.5,19.7253503212,45,FirstHalf,False,False,False,False,True,,,38.872619049,0.1797894728,0.03,0.0,InsideBox,10203,8678,Nottingham Forest,AFC Bournemouth,1,1,4506268,2024-08-17T14:00:00Z,#D71921,#D71921,0.0,0.0368979128045928,0.775763498436383,1.0,11,45+1,Bournemouth,Off Target,19.0,Left Foot,,Marcus Tavernier,Dango Ouattara,Pass (Live),0.0,0.04756335259259254,Left,Bottom,1,0,0,0,0,0,0.18107478872547483,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.002148126185895655,0.002148126185895655
3969,,2709730277,Antoine Semenyo,RegularPlay,8678,933576,90.5,19.7253503212,45,FirstHalf,False,False,False,False,True,,,38.872619049,0.1797894728,0.03,0.0,InsideBox,10203,8678,Nottingham Forest,AFC Bournemouth,1,1,4506268,2024-08-17T14:00:00Z,#D71921,#D71921,0.0,0.0368979128045928,0.775763498436383,1.0,14,45+1,Bournemouth,Off Target,24.0,Right Foot,,Ryan Christie,Justin Kluivert,Pass (Live),0.0,0.04756335259259254,Left,Bottom,1,0,0,0,0,0,0.18107478872547483,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.002148126185895655,0.002148126185895655
3970,,2709788311,Antoine Semenyo,RegularPlay,8678,933576,78.4305825256,46.8733757928,63,SecondHalf,False,False,False,False,False,,,21.0565605129,6.0271724248,0.01,0.0,OutsideBox,10203,8678,Nottingham Forest,AFC Bournemouth,1,1,4506268,2024-08-17T14:00:00Z,#D71921,#D71921,2.0,0.465654622235994,0.292039840242411,,19,63,Bournemouth,Off Target,30.0,Right Foot,,Marcus Tavernier,Dean Huijsen,Pass (Live),6.8483806810052945,1.5944900594709,Right,Top,0,0,0,0,0,1,-0.0396796268455096,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.00043163942529898,0.00043163942529898
3971,,2709791287,Antoine Semenyo,RegularPlay,8678,933576,84.7373786408,45.051719741,65,SecondHalf,False,False,True,False,False,103.577586207,34.38125,34.22875,0.4879999976,0.03,0.01,OutsideBox,10203,8678,Nottingham Forest,AFC Bournemouth,1,1,4506268,2024-08-17T14:00:00Z,#D71921,#D71921,0.939484126984128,0.129100528465608,1.0,,20,65,Bournemouth,Saved,23.0,Right Foot,,Milos Kerkez,Ryan Christie,Pass (Live),0.939484126984128,0.129100528465608,Middle,Bottom,0,0,1,0,0,0,0.1268935630062527,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.07174287309684474,0.06174287309684474
3972,,2709828075,Antoine Semenyo,RegularPlay,8678,933576,101.3965517244,33.39,86,SecondHalf,False,False,True,False,True,,,32.3225,0.7319999964,0.3,0.51,InsideBox,10203,8678,Nottingham Forest,AFC Bournemouth,1,1,4506268,2024-08-17T14:00:00Z,#D71921,#D71921,1.44378306878307,0.193650792698413,1.0,,25,86,Bournemouth,Goal,4.0,Left Foot,Volley,Justin Kluivert,Milos Kerkez,Pass (Live),1.44378306878307,0.193650792698413,Right,Bottom,0,0,0,0,1,0,0.2903576957793941,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6383010173766569,0.1283010173766569
3973,,2713300043,Antoine Semenyo,RegularPlay,8678,933576,81.471359224,15.8017834404,27,FirstHalf,False,False,False,False,False,,,36.05875,2.515,0.02,0.0,OutsideBox,8678,10261,AFC Bournemouth,Newcastle United,1,1,4506273,2024-08-25T13:00:00Z,#D71921,#D71921,0.455357142857142,0.665343915343915,1.0,,4,27,Bournemouth,Woodwork,29.0,Left Foot,,Lewis Cook,Ryan Christie,Pass (Live),0.455357142857142,0.665343915343915,Left,Top,0,1,0,0,0,0,0.01456176586067498,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0006226577370890357,0.0006226577370890357
3974,,2713304517,Antoine Semenyo,RegularPlay,8678,933576,90.1,25.186875,34,FirstHalf,False,False,False,False,True,,,52.4784713368,3.8547586248,0.04,0.0,InsideBox,8678,10261,AFC Bournemouth,Newcastle United,1,1,4506273,2024-08-25T13:00:00Z,#D71921,#D71921,0.0,0.208608090709496,0.204562375918624,,6,34,Bournemouth,Off Target,17.0,Left Foot,,Antoine Semenyo,Marcos Senesi,Pass (Live),0.0,1.019777413968253,Left,Top,0,1,0,0,0,0,0.09655299316589111,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0015356440213731032,0.0015356440213731032
3977,,2713333659,Antoine Semenyo,RegularPlay,8678,933576,94.0,16.4323566891,59,SecondHalf,False,False,False,False,True,,,34.305,5.7925517344,0.02,0.0,InsideBox,8678,10261,AFC Bournemouth,Newcastle United,1,1,4506273,2024-08-25T13:00:00Z,#D71921,#D71921,0.964340267289431,0.677248677248677,0.441946851298199,,16,59,Bournemouth,Off Target,19.0,Right Foot,,Justin Kluivert,Illia Zabarnyi,Pass (Live),2.182027690562168,1.5324210937566123,Right,Top,0,0,0,0,0,1,0.08335560120766472,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0019321122201552202,0.0019321122201552202
3983,,2715381359,Antoine Semenyo,RegularPlay,8678,933576,96.3157894727,25.7071875,7,FirstHalf,False,False,False,False,True,,,49.5357961762,1.4254736772,0.08,0.0,InsideBox,8668,8678,Everton,AFC Bournemouth,2,3,4506286,2024-08-31T14:00:00Z,#D71921,#D71921,0.0,0.0917541438515877,0.243309062318335,,0,7,Bournemouth,Off Target,11.0,Left Foot,Volley,Milos Kerkez,Marcos Senesi,Pass (Live),0.0,0.377109438412699,Left,Top,0,1,0,0,0,0,0.15233573632182545,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.002890359821128794,0.002890359821128794
3985,,2715543211,Antoine Semenyo,RegularPlay,8678,933576,101.9655172416,30.95,87,SecondHalf,False,False,True,False,True,,,32.85625,0.5265263132,0.46,0.77,InsideBox,8668,8678,Everton,AFC Bournemouth,2,3,4506286,2024-08-31T14:00:00Z,#D71921,#D71921,1.30257936507937,0.139292675449735,1.0,,28,87,Bournemouth,Goal,4.0,Right Foot,Volley,Dango Ouattara,Justin Kluivert,Pass (Live),1.30257936507937,0.139292675449735,Right,Bottom,0,0,0,0,1,0,0.29415586654104087,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6415325168110823,-0.12846748318891776
3986,,2715554611,Antoine Semenyo,RegularPlay,8678,933576,86.9970588232,36.36375,90,SecondHalf,False,False,True,False,False,104.051724138,34.1525,32.78,0.609999997,0.03,0.05,OutsideBox,8668,8678,Everton,AFC Bournemouth,2,3,4506286,2024-08-31T14:00:00Z,#D71921,#D71921,1.32275132275132,0.161375660582011,1.0,4.0,33,90+4,Bournemouth,Saved,21.0,Left Foot,Volley,Dango Ouattara,Justin Kluivert,Pass (Live),1.32275132275132,0.161375660582011,Right,Bottom,0,0,0,0,1,0,0.16332870610105757,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2913675486396194,0.2413675486396194
3987,,2715554973,Antoine Semenyo,RegularPlay,8678,933576,90.2,25.53375,90,SecondHalf,False,False,False,False,True,,,39.292857144,3.8547586248,0.06,0.0,InsideBox,8668,8678,Everton,AFC Bournemouth,2,3,4506286,2024-08-31T14:00:00Z,#D71921,#D71921,0.0700895053250731,0.677248677248677,0.664114215486793,4.0,34,90+4,Bournemouth,Off Target,18.0,Left Foot,,Adam Smith,Antoine Semenyo,Shot,0.10553833014054335,1.0197774139682532,Left,Top,0,1,0,0,0,0,0.09762840630300385,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0011763984778572145,0.0011763984778572145
3988,,2720285853,Antoine Semenyo,RegularPlay,8678,933576,74.150970876,31.56,13,FirstHalf,False,False,False,False,False,,,40.889761905,0.802631575,0.01,0.0,OutsideBox,8678,8455,AFC Bournemouth,Chelsea,0,1,4506293,2024-09-14T19:00:00Z,#D71921,#D71921,-2.22044604925e-16,0.116496271724211,0.548640149270877,,3,13,Bournemouth,Off Target,34.0,Right Foot,,Ryan Christie,Marcus Tavernier,Pass (Live),-4.047181111701163e-16,0.21233639550264474,Left,Bottom,1,0,0,0,0,0,0.041294595760874436,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.00040594255552445436,0.00040594255552445436
3989,,2720333939,Antoine Semenyo,SetPiece,8678,933576,82.7101941752,36.2875,58,SecondHalf,False,False,False,False,False,,,30.316,4.4630344888,0.04,0.0,OutsideBox,8678,8455,AFC Bournemouth,Chelsea,0,1,4506293,2024-09-14T19:00:00Z,#D71921,#D71921,1.55903312717957,0.677248677248677,0.573600765672846,,20,58,Bournemouth,Off Target,26.0,Right Foot,,Marcus Tavernier,Antoine Semenyo,Fouled,2.71797602179068,1.1806969547089947,Right,Top,0,0,0,0,0,1,-0.007026983257880787,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0004907045630967308,0.0004907045630967308
